Depth ref [m],Age [ka BP],C. mundulus d13C [per mil PDB],C. mundulus d18O [per mil PDB]
312.565,29518.8,0.66,1.69
312.59,29521.8,0.84,1.99
312.615,29524.8,0.87,1.81
312.64,29527.9,1.06,1.96
312.665,29530.9,0.95,1.7
312.69,29534,0.95,1.77
312.715,29537,0.75,2.07
312.74,29540.1,0.53,1.86
312.765,29543.1,0.64,1.86
312.79,29546.2,0.79,1.89
312.79,29546.2,0.69,1.9
312.815,29549.2,0.84,1.86
312.84,29552.3,0.89,2.04
312.865,29555.3,0.8,2.09
312.89,29558.4,0.54,1.85
312.915,29561.4,0.67,2.07
312.94,29564.4,0.61,1.8
312.965,29567.5,0.6,1.83
312.99,29570.5,0.97,1.7
313.015,29573.6,0.92,2.15
313.04,29576.6,0.88,1.86
313.065,29579.7,1.04,1.67
313.09,29582.7,0.98,1.79
313.115,29585.8,0.85,1.69
313.14,29588.8,0.97,1.74
313.165,29591.9,0.62,1.81
313.19,29594.9,0.59,1.89
313.215,29597.9,0.75,1.85
313.24,29601,0.8,2.04
313.265,29604,0.66,1.92
313.29,29607.1,0.65,1.86
313.315,29610.1,0.79,2.02
313.34,29613.2,0.78,2.06
313.365,29616.2,0.92,1.79
313.39,29619.3,0.89,1.84
313.415,29622.3,1,1.75
313.44,29625.4,0.92,1.71
313.465,29628.4,0.93,1.77
313.49,29631.5,0.97,1.71
313.515,29634.5,0.95,1.65
313.54,29637.5,0.72,1.78
313.565,29640.6,0.68,1.8
313.59,29643.6,0.93,1.71
313.615,29646.7,0.75,1.7
313.64,29649.7,0.72,1.88
313.665,29652.8,0.71,1.9
313.69,29655.8,0.74,1.97
313.715,29658.9,0.57,1.73
313.74,29661.9,0.73,2.01
313.765,29665,0.5,1.87
313.79,29668,0.77,2.02
313.815,29670.7,0.63,2.19
313.84,29673.4,0.69,1.95
313.865,29676.1,0.77,2.15
313.89,29678.8,0.55,2.12
313.915,29681.5,0.73,2.14
313.94,29684.2,0.62,2.13
313.965,29686.9,0.59,1.95
313.99,29689.6,0.74,2.02
314.015,29692.2,0.78,2.02
314.04,29694.9,0.78,1.93
314.065,29697.6,0.79,1.72
314.09,29700.3,0.78,1.85
314.115,29703,0.97,1.62
314.14,29705.7,0.79,1.59
314.165,29708.4,0.58,1.78
314.19,29711.1,0.8,1.71
314.215,29713.8,0.82,1.52
314.24,29716.5,0.88,1.78
314.265,29719.2,0.66,1.58
314.29,29721.9,0.59,1.4
314.315,29724.6,0.93,1.79
314.34,29727.3,0.63,1.39
314.365,29730,0.44,1.41
314.39,29732.7,0.77,1.53
314.415,29735.4,0.56,1.79
314.44,29738,0.66,1.98
314.465,29740.7,0.77,1.99
314.49,29743.4,0.51,1.86
314.515,29746.1,0.62,1.96
314.54,29748.8,0.7,1.73
314.565,29751.5,0.77,1.62
314.59,29754.2,0.78,1.87
314.615,29756.9,0.85,1.73
314.64,29759.6,0.88,1.83
314.665,29762.3,0.76,1.94
314.69,29765,0.78,1.78
314.715,29767.7,0.88,1.77
314.74,29770.4,0.82,1.65
314.765,29773.1,0.79,1.85
314.79,29775.8,0.81,1.67
314.815,29778.5,0.85,1.76
314.84,29781.2,0.77,1.91
314.865,29783.8,0.82,2.02
314.89,29786.5,0.86,1.8
314.915,29789.2,0.66,1.86
314.94,29791.9,0.66,1.79
314.965,29794.6,0.69,1.99
314.99,29797.3,0.79,1.95
315.015,29800,0.56,1.76
315.04,29802.7,0.59,1.76
315.065,29805.4,0.66,2.11
315.09,29808.1,0.63,1.71
315.115,29810.8,0.48,1.8
315.14,29813.5,0.51,1.62
315.165,29816.2,0.48,1.83
315.19,29818.9,0.64,1.71
315.215,29821.6,0.41,1.61
315.24,29824.3,0.62,1.65
315.265,29827,0.52,1.63
315.29,29829.7,0.66,1.9
315.315,29832.3,0.33,1.44
315.34,29835,0.56,1.97
315.365,29837.7,0.62,1.8
315.39,29840.4,0.45,1.75
315.415,29843.1,0.6,1.75
315.44,29845.8,0.52,1.86
315.465,29848.5,0.85,1.74
315.49,29851.2,0.58,2.02
315.515,29853.9,0.75,1.78
315.54,29856.6,0.42,1.51
315.565,29859.3,0.63,1.68
315.59,29862,0.35,1.73
315.615,29864.7,0.65,1.63
315.64,29867.4,0.52,1.57
315.665,29870.1,0.6,1.55
315.815,29886.2,0.44,2.14
315.84,29888.9,0.58,1.92
315.865,29892.1,0.57,1.78
315.89,29895.6,0.6,2.02
315.915,29899.1,0.62,1.97
315.94,29902.6,0.46,1.8
315.965,29906.1,0.68,2.14
315.99,29909.5,0.48,1.68
316.015,29913,0.69,1.97
316.04,29916.5,0.72,2.04
316.065,29920,0.72,1.81
316.09,29923.5,0.65,1.99
316.115,29927,0.38,1.55
316.14,29930.5,0.65,1.85
316.165,29934,0.67,1.83
316.19,29937.5,0.82,1.77
316.215,29940.9,0.72,1.7
316.24,29944.4,0.43,1.96
316.265,29947.9,0.68,1.89
316.29,29951.4,0.49,1.77
316.315,29954.9,0.7,1.65
316.34,29957.8,0.75,1.76
316.365,29960,0.39,1.6
316.39,29962.1,0.42,1.51
316.415,29964.2,0.49,1.71
316.44,29966.3,0.46,1.92
316.465,29968.5,0.65,1.83
316.49,29970.6,0.8,1.64
316.515,29972.7,0.69,1.86
316.54,29974.8,0.45,1.61
316.565,29976.9,0.36,1.79
316.59,29979.1,0.34,1.58
316.615,29981.2,0.36,1.42
316.64,29983.3,0.43,1.63
316.665,29985.4,0.71,1.61
316.69,29987.5,0.59,1.57
316.715,29989.7,0.62,1.42
316.74,29991.8,0.88,1.75
316.765,29993.9,0.91,1.76
316.79,29996,0.49,1.69
316.815,29998.1,0.55,1.61
316.84,30000.3,0.45,1.49
316.865,30002.4,0.47,1.41
316.89,30004.5,0.55,1.63
316.915,30006.6,0.39,1.47
316.94,30008.7,0.43,1.55
316.965,30010.9,0.34,1.61
316.99,30013,0.24,1.51
317.015,30015.1,0.61,1.94
317.04,30017.2,0.82,1.68
317.065,30019.3,0.51,1.68
317.09,30021.5,0.72,1.47
317.115,30023.6,0.43,1.58
317.14,30025.7,0.69,1.69
317.165,30027.8,0.65,1.53
317.19,30029.9,0.59,1.65
317.215,30032.1,0.59,1.62
317.24,30034.2,0.85,1.68
317.265,30036.3,0.69,1.82
317.29,30038.4,0.83,1.86
317.315,30040.5,0.66,1.66
317.34,30042.7,0.87,1.81
317.365,30044.8,0.82,1.92
317.39,30046.9,0.65,1.86
317.415,30049,0.88,2
317.44,30051.2,0.81,1.9
317.465,30053.5,0.92,1.92
317.49,30056,0.86,2.02
317.515,30058.5,0.82,1.98
317.54,30061,0.9,1.91
317.565,30063.5,0.8,2.07
317.59,30066,0.9,1.79
317.615,30068.6,0.82,1.82
317.64,30071.1,0.97,1.9
317.665,30073.6,0.89,1.95
317.69,30076.1,0.89,1.93
317.715,30078.6,0.9,1.8
317.74,30081.1,1.03,1.89
317.765,30083.6,1.02,1.88
317.79,30086.1,0.95,1.91
317.815,30088.6,0.95,1.95
317.84,30091.1,0.88,1.96
317.865,30093.6,0.74,1.92
317.89,30096.1,0.76,1.88
317.915,30098.7,0.87,2.09
317.94,30101.2,0.91,1.82
317.965,30103.7,0.84,2.15
