rmcd (2),Age (Ma) (manual) (3),d13Cvpdb,d18Ovpdb,
252.90,36.340,1.060,0.960,
253.24,36.399,0.920,0.970,
254.74,36.692,0.630,0.950,
255.24,36.813,0.790,0.980,
256.16,37.035,0.642,1.013,
256.39,37.091,0.770,1.120,
258.16,37.485,0.953,1.190,
258.66,37.558,0.500,0.890,
259.16,37.630,0.470,0.940,
259.67,37.738,0.680,0.920,
260.66,37.971,0.580,0.860,
261.16,38.092,0.730,0.940,
261.16,38.092,0.820,0.890,
261.66,38.212,0.867,0.714,
262.16,38.329,0.712,0.758,
262.16,38.329,0.650,0.670,
262.19,38.337,0.720,0.760,
262.62,38.437,0.539,0.645,
262.72,38.460,0.600,0.920,
263.12,38.513,0.760,1.190,
263.62,38.576,0.450,0.730,
264.12,38.636,0.612,0.781,
264.62,38.689,0.454,0.845,
265.12,38.736,0.590,0.680,
265.62,38.790,0.810,0.820,
265.63,38.791,0.850,0.940,
266.13,38.860,0.530,0.620,
267.09,39.010,0.590,0.690,
267.61,39.107,0.610,0.700,
267.62,39.109,0.650,0.560,
267.74,39.138,0.680,0.790,
268.28,39.242,0.730,0.550,
268.54,39.280,0.750,0.530,
268.58,39.285,0.819,0.567,
268.78,39.315,0.700,0.620,
269.05,39.368,0.855,0.465,
269.28,39.425,0.960,0.420,
270.30,39.597,0.720,0.520,
270.78,39.659,0.560,0.520,
271.28,39.726,1.150,0.690,
271.78,39.782,0.790,0.390,
272.28,39.854,1.220,0.190,
275.02,40.279,0.980,0.180,
275.28,40.324,0.744,0.280,
275.52,40.366,0.744,0.042,
275.78,40.403,0.720,0.280,
276.52,40.525,0.770,0.610,
277.02,40.589,0.750,0.710,
278.47,40.714,0.564,0.668,
278.52,40.718,0.517,0.673,
279.02,40.757,0.330,0.760,
279.58,40.792,0.480,0.680,
279.92,40.813,0.500,0.890,
279.93,40.813,0.450,0.790,
280.25,40.833,0.422,0.849,
280.25,40.833,0.422,0.849,
280.25,40.833,0.422,0.849,
280.25,40.833,0.422,0.849,
280.25,40.833,0.422,0.849,
280.60,40.854,0.370,0.660,
280.62,40.855,0.370,0.660,
281.28,40.886,0.288,0.259,
281.29,40.887,0.250,0.460,
281.82,40.912,0.210,0.450,
282.32,40.944,0.336,0.496,
282.82,40.993,0.320,0.430,
282.82,40.993,0.320,0.430,
283.32,41.035,0.320,0.510,
283.33,41.035,0.380,0.610,
283.82,41.065,0.492,0.587,
284.32,41.085,0.390,0.430,
284.83,41.106,0.430,0.530,
285.32,41.125,0.400,0.470,
285.82,41.146,0.610,0.640,
285.82,41.146,0.580,0.660,
286.33,41.168,0.630,0.730,
286.82,41.187,0.590,0.360,
287.32,41.206,0.770,0.510,
287.33,41.207,0.770,0.500,
287.82,41.226,0.650,0.620,
288.72,41.262,0.490,0.310,
289.17,41.281,0.630,0.520,
289.23,41.283,0.815,0.728,
289.73,41.304,0.452,0.552,
290.18,41.322,0.560,0.450,
290.22,41.323,0.560,0.450,
290.65,41.341,0.660,0.570,
290.72,41.344,0.640,0.510,
291.19,41.363,0.570,0.400,
291.22,41.364,0.660,0.410,
291.72,41.389,0.490,0.380,
292.22,41.419,0.520,0.630,
293.22,41.496,0.485,0.916,
293.72,41.566,0.584,0.025,
296.29,42.157,0.090,0.070,
296.32,42.165,0.050,-0.110,
296.81,42.286,0.620,0.070,
297.32,42.412,0.590,0.260,
297.42,42.427,0.726,0.211,
297.79,42.483,0.623,0.151,
297.82,42.488,0.802,0.340,
298.32,42.564,0.830,0.400,
298.82,42.654,0.690,0.430,
298.82,42.654,0.815,0.427,
